Reg. č.,Program zkratka,Obor zkr. zkratka,Typ studia,Forma,Datum přijetí př.,Školné zapl.,Potvrzení zájmu,KA - obec,KA - stát,Rozh. o přijetí - kód,Rozh. o přijetí - název,Datum zápisu,Studium,ID přihlášky,Program název,Pohlaví
57977,N-ENVA,,Magisterský navazující,prezenční,12. 01. 2022,16500,ano,Baku/Surakhani,Ázerbájdžánská republika,10,10 - Přijat,27.09.2022,ano,213178,Environmental Modelling,muž
52596,N-LPA,,Magisterský navazující,prezenční,06. 10. 2021,16500,ano,Mexico City,Spojené státy mexické,10,10 - Přijat,,ne,210778,Landscape Planning,muž
59276,B-BEDS,,Bakalářský,prezenční,21. 01. 2022,,ne,Tbilisi,Gruzie,20,20 - Nepřijat -- PZ,,ne,213957,Environmental Data Science,muž
59278,N-ENVA,,Magisterský navazující,prezenční,21. 01. 2022,16500,ano,Tbilisi,Gruzie,10,10 - Přijat,03.10.2022,ano,213986,Environmental Modelling,muž
55374,N-NCO,,Magisterský navazující,prezenční,16. 12. 2021,0,ne,"Argyroupolis, Athens",Řecká republika,10,10 - Přijat,,ne,213135,Nature Conservation,žena
68915,N-NCO,,Magisterský navazující,prezenční,23. 03. 2022,0,ne,Praha,Česká republika,10,10 - Přijat,,ne,232391,Nature Conservation,žena
77697,N-LPA,,Magisterský navazující,prezenční,30. 03. 2022,16500,ano,Praha,Česká republika,10,10 - Přijat,22.09.2022,ano,236354,Landscape Planning,žena
84391,B-BEE,,Bakalářský,prezenční,15. 04. 2022,10000,ano,Avon,Spojené státy americké,10,10 - Přijat,21.09.2022,ano,237321,Environmental Engineering,muž
84395,B-BEDS,,Bakalářský,prezenční,15. 04. 2022,,ne,Avon,Spojené státy americké,20,20 - Nepřijat -- PZ,,ne,237322,Environmental Data Science,muž
54828,N-LPA,,Magisterský navazující,prezenční,08. 12. 2021,,ne,Algiers,Ostatní,20,20 - Nepřijat -- PZ,,ne,211846,Landscape Planning,žena
84233,N-ENVA,,Magisterský navazující,prezenční,13. 04. 2022,16500,ano,Guadarrama (Madrid),Španělské království,10,10 - Přijat,22.09.2022,ano,237296,Environmental Modelling,muž
11077,N-NCO,,Magisterský navazující,prezenční,21. 02. 2022,,ne,Bordeaux,Francouzská republika,20,20 - Nepřijat -- PZ,,ne,232392,Nature Conservation,žena
59347,N-LPA,,Magisterský navazující,prezenční,21. 01. 2022,,ne,LAHORE,Pákistánská islámská republika,20,20 - Nepřijat -- PZ,,ne,213866,Landscape Planning,žena
83883,N-LPA,,Magisterský navazující,prezenční,10. 04. 2022,0,ano,LAHORE,Pákistánská islámská republika,10,10 - Přijat,,ne,237100,Landscape Planning,žena
84087,B-BEE,,Bakalářský,prezenční,12. 04. 2022,10000,ano,Kortenberg,Belgické království,10,10 - Přijat,21.09.2022,ano,237323,Environmental Engineering,žena
53245,N-NCO,,Magisterský navazující,prezenční,13. 11. 2021,,ne,"Utter Pradesh, India",Indická republika,20,20 - Nepřijat -- PZ,,ne,211625,Nature Conservation,muž
68620,N-NCO,,Magisterský navazující,prezenční,23. 03. 2022,,ne,"Utter Pradesh, India",Indická republika,20,20 - Nepřijat -- PZ,,ne,232393,Nature Conservation,muž
52684,B-BEE,,Bakalářský,prezenční,12. 10. 2021,10000,ano,St. Charles,Spojené státy americké,10,10 - Přijat,22.09.2022,ano,210764,Environmental Engineering,žena
54687,N-LPA,,Magisterský navazující,prezenční,06. 12. 2021,,ne,Karachi,Pákistánská islámská republika,20,20 - Nepřijat -- PZ,,ne,211847,Landscape Planning,muž
59856,N-EGS,,Magisterský navazující,prezenční,23. 01. 2022,,ne,Sadiqabad Rawalpindi,Pákistánská islámská republika,20,20 - Nepřijat -- PZ,,ne,213985,Environmental Geosciences,muž
57613,N-EGS,,Magisterský navazující,prezenční,10. 01. 2022,20000,ano,"Algiers, Algeria",Alžírská lidová demokratická republika,10,10 - Přijat,,ne,213997,Environmental Geosciences,žena
57607,B-BEE,,Bakalářský,prezenční,10. 01. 2022,,ne,"Algiers, Algeria",Alžírská lidová demokratická republika,20,20 - Nepřijat -- PZ,,ne,214026,Environmental Engineering,žena
53242,B-BEDS,,Bakalářský,prezenční,12. 11. 2021,,ne,Naucalpan de Juárez,Spojené státy mexické,20,20 - Nepřijat -- PZ,,ne,211827,Environmental Data Science,muž
55469,N-ENVA,,Magisterský navazující,prezenční,17. 12. 2021,16500,ano,Erbil,Irácká republika,10,10 - Přijat,,ne,213101,Environmental Modelling,muž
55316,B-BEDS,,Bakalářský,prezenční,15. 12. 2021,,ne,Praha,Česká republika,20,20 - Nepřijat -- PZ,,ne,213461,Environmental Data Science,muž
59931,B-BEE,,Bakalářský,prezenční,23. 01. 2022,,ne,Saint Petersburg,Ruská federace,20,20 - Nepřijat -- PZ,,ne,213902,Environmental Engineering,žena
59136,B-BEE,,Bakalářský,prezenční,20. 01. 2022,0,ano,Dhaka,Bangladéšská lidová republika,10,10 - Přijat,,ne,213436,Environmental Engineering,muž
52753,N-EGS,,Magisterský navazující,prezenční,17. 10. 2021,,ne,Mbeya,Sjednocená republika Tanzanie,20,20 - Nepřijat -- PZ,,ne,211492,Environmental Geosciences,žena
12605,N-LPA,,Magisterský navazující,prezenční,21. 02. 2022,,ne,Cairo,Egyptská arabská republika,20,20 - Nepřijat -- PZ,,ne,230601,Landscape Planning,žena
84157,B-BEDS,,Bakalářský,prezenční,13. 04. 2022,,ne,Milovice (Boží Dar),Česká republika,20,20 - Nepřijat -- PZ,,ne,237324,Environmental Data Science,muž
56098,B-BEE,,Bakalářský,prezenční,29. 12. 2021,10000,ano,CHERTHALA,Indická republika,10,10 - Přijat,,ne,213958,Environmental Engineering,muž
84501,N-NCO,,Magisterský navazující,prezenční,17. 04. 2022,,ne,jind haryana,Indická republika,20,20 - Nepřijat -- PZ,,ne,237204,Nature Conservation,muž
59274,B-BEDS,,Bakalářský,prezenční,21. 01. 2022,,ne,Enugu,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,214027,Environmental Data Science,muž
54171,B-BEDS,,Bakalářský,prezenční,28. 11. 2021,,ne,Saint-Peetersburg,Ruská federace,20,20 - Nepřijat -- PZ,,ne,211828,Environmental Data Science,žena
27415,B-BEDS,,Bakalářský,prezenční,26. 02. 2022,,ne,Damascus,Syrská arabská republika,20,20 - Nepřijat -- PZ,,ne,236349,Environmental Data Science,muž
10265,B-BEDS,,Bakalářský,prezenční,21. 02. 2022,10000,ano,Nur-Sultan,Republika Kazachstán,10,10 - Přijat,12.10.2022,ano,230629,Environmental Data Science,žena
52550,N-LPA,,Magisterský navazující,prezenční,04. 10. 2021,,ne,Howrah,Indická republika,20,20 - Nepřijat -- PZ,,ne,210779,Landscape Planning,žena
59917,N-EGS,,Magisterský navazující,prezenční,23. 01. 2022,20000,ano,Vienna,Rakouská republika,10,10 - Přijat,,ne,213877,Environmental Geosciences,žena
74237,B-BEE,,Bakalářský,prezenční,28. 03. 2022,,ne,Praha (Chodov),Česká republika,20,20 - Nepřijat -- PZ,,ne,230630,Environmental Engineering,žena
59176,B-BEE,,Bakalářský,prezenční,20. 01. 2022,0,ano,Karaganda,Republika Kazachstán,10,10 - Přijat,,ne,214028,Environmental Engineering,žena
54469,N-LPA,,Magisterský navazující,prezenční,02. 12. 2021,,ne,"Ogbomoso, Oyo state",Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,213257,Landscape Planning,muž
52776,N-ENVA,,Magisterský navazující,prezenční,19. 10. 2021,16500,ano,Lagos,Nigérijská federativní republika,10,10 - Přijat,,ne,211478,Environmental Modelling,muž
48842,B-BEE,,Bakalářský,prezenční,07. 03. 2022,10000,ano,Valmontone,Italská republika,10,10 - Přijat,29.09.2022,ano,230631,Environmental Engineering,žena
16522,N-EGS,,Magisterský navazující,prezenční,23. 02. 2022,,ne,Muhanga,Rwandská republika,20,20 - Nepřijat -- PZ,,ne,232381,Environmental Geosciences,žena
52906,B-BEDS,,Bakalářský,prezenční,27. 10. 2021,10000,ano,"Ward 8, Kamayut Township, Yangon",Myanmarský svaz,10,10 - Přijat,26.09.2022,ano,210765,Environmental Data Science,žena
55574,N-LPA,,Magisterský navazující,prezenční,19. 12. 2021,,ne,Accra,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,214018,Landscape Planning,muž
13960,N-LPA,,Magisterský navazující,prezenční,21. 02. 2022,,ne,Accra,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,230602,Landscape Planning,muž
59997,B-BEE,,Bakalářský,prezenční,24. 01. 2022,,ne,"IYANA IYESI, OGUN STATE",Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,213959,Environmental Engineering,muž
59342,B-BEE,,Bakalářský,prezenční,21. 01. 2022,,ne,Minsk,Běloruská republika,20,20 - Nepřijat -- PZ,,ne,213903,Environmental Engineering,žena
57862,N-LPA,,Magisterský navazující,prezenční,11. 01. 2022,,ne,Beni Suef,Egyptská arabská republika,20,20 - Nepřijat -- PZ,,ne,213139,Landscape Planning,muž
48700,N-LPA,,Magisterský navazující,prezenční,06. 03. 2022,,ne,Beni Suef,Egyptská arabská republika,20,20 - Nepřijat -- PZ,,ne,230603,Landscape Planning,muž
58238,N-ENVA,,Magisterský navazující,prezenční,14. 01. 2022,,ne,Mandi Bahauddin,Pákistánská islámská republika,20,20 - Nepřijat -- PZ,,ne,213102,Environmental Modelling,muž
58355,N-LPA,,Magisterský navazující,prezenční,15. 01. 2022,,ne,Mandi Bahauddin,Pákistánská islámská republika,20,20 - Nepřijat -- PZ,,ne,213140,Landscape Planning,muž
84367,N-ENVA,,Magisterský navazující,prezenční,15. 04. 2022,,ne,Buea-Cameroon,Kamerunská republika,20,20 - Nepřijat -- PZ,,ne,237297,Environmental Modelling,žena
54213,N-ENVA,,Magisterský navazující,prezenční,29. 11. 2021,,ne,"AGBOR, Delta State",Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,213179,Environmental Modelling,muž
64620,N-EGS,,Magisterský navazující,prezenční,19. 03. 2022,,ne,Ajman,Spojené arabské emiráty,20,20 - Nepřijat -- PZ,,ne,232382,Environmental Geosciences,žena
64498,N-EGS,,Magisterský navazující,prezenční,18. 03. 2022,20000,ano,Wien,Rakouská republika,10,10 - Přijat,,ne,237116,Environmental Geosciences,muž
44983,N-EGS,,Magisterský navazující,prezenční,04. 03. 2022,,ne,Suyani,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,232383,Environmental Geosciences,žena
58896,B-BEDS,,Bakalářský,prezenční,18. 01. 2022,,ne,"Aba, Abia State",Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,213258,Environmental Data Science,muž
68864,B-BEDS,,Bakalářský,prezenční,23. 03. 2022,,ne,"Aba, Abia State",Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,230632,Environmental Data Science,muž
59536,N-ENVA,,Magisterský navazující,prezenční,22. 01. 2022,,ne,Lagos,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,213815,Environmental Modelling,žena
59559,N-LPA,,Magisterský navazující,prezenční,22. 01. 2022,16500,ano,Lagos,Nigérijská federativní republika,10,10 - Přijat,,ne,213867,Landscape Planning,žena
78364,N-LPA,,Magisterský navazující,prezenční,30. 03. 2022,,ne,Akim manso,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,236355,Landscape Planning,muž
52654,N-NCO,,Magisterský navazující,prezenční,10. 10. 2021,16500,ano,DUBAI,Spojené arabské emiráty,10,10 - Přijat,03.10.2022,ano,212079,Nature Conservation,muž
67141,B-BEDS,,Bakalářský,prezenční,22. 03. 2022,,ne,Kramolna (Trubějov),Česká republika,20,20 - Nepřijat -- PZ,,ne,230633,Environmental Data Science,žena
58433,N-NCO,,Magisterský navazující,prezenční,16. 01. 2022,0,ne,Hanoi,Vietnamská socialistická republika,10,10 - Přijat,,ne,213195,Nature Conservation,žena
58731,N-NCO,,Magisterský navazující,prezenční,18. 01. 2022,,ne,Almaty,Republika Kazachstán,20,20 - Nepřijat -- PZ,,ne,213136,Nature Conservation,žena
58730,B-BEE,,Bakalářský,prezenční,18. 01. 2022,,ne,Almaty,Republika Kazachstán,20,20 - Nepřijat -- PZ,,ne,213152,Environmental Engineering,žena
56261,N-ENVA,,Magisterský navazující,prezenční,31. 12. 2021,,ne,"Lagos, Nigeria",Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,211864,Environmental Modelling,muž
60584,N-EGS,,Magisterský navazující,prezenční,13. 03. 2022,20000,ano,"Lagos, Nigeria",Nigérijská federativní republika,10,10 - Přijat,,ne,232384,Environmental Geosciences,muž
51147,B-BEDS,,Bakalářský,prezenční,10. 03. 2022,,ne,"Okota, Lagos State",Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,230634,Environmental Data Science,muž
52933,N-NCO,,Magisterský navazující,prezenční,29. 10. 2021,0,ano,Linz,Rakouská republika,10,10 - Přijat,,ne,211626,Nature Conservation,muž
83033,B-BEE,,Bakalářský,prezenční,04. 04. 2022,,ne,Nigeria,Ostatní,20,20 - Nepřijat -- PZ,,ne,236350,Environmental Engineering,muž
52494,B-BEDS,,Bakalářský,prezenční,01. 10. 2021,,ne,Lagos,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,210766,Environmental Data Science,muž
57339,B-BEDS,,Bakalářský,prezenční,09. 01. 2022,,ne,Abu Dhabi,Spojené arabské emiráty,20,20 - Nepřijat -- PZ,,ne,213462,Environmental Data Science,žena
46353,B-BEDS,,Bakalářský,prezenční,05. 03. 2022,,ne,Abu Dhabi,Spojené arabské emiráty,20,20 - Nepřijat -- PZ,,ne,230635,Environmental Data Science,žena
83028,N-LPA,,Magisterský navazující,prezenční,04. 04. 2022,,ne,Aba,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,236356,Landscape Planning,muž
84543,N-EGS,,Magisterský navazující,prezenční,17. 04. 2022,,ne,Praha,Česká republika,20,20 - Nepřijat -- PZ,,ne,237306,Environmental Geosciences,žena
56697,B-BEE,,Bakalářský,prezenční,04. 01. 2022,,ne,"Aboh Mbaise, Imo State",Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,212112,Environmental Engineering,muž
60053,B-BEDS,,Bakalářský,prezenční,24. 01. 2022,10000,ano,Lagos,Nigérijská federativní republika,10,10 - Přijat,,ne,214029,Environmental Data Science,muž
54768,B-BEE,,Bakalářský,prezenční,07. 12. 2021,,ne,Greater Accra,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,212617,Environmental Engineering,muž
42246,B-BEDS,,Bakalářský,prezenční,02. 03. 2022,,ne,Odumasi A/A Central,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,230636,Environmental Data Science,muž
59516,B-BEDS,,Bakalářský,prezenční,22. 01. 2022,10000,ano,Festac Town Lagos,Nigérijská federativní republika,10,10 - Přijat,,ne,213904,Environmental Data Science,muž
23040,N-EGS,,Magisterský navazující,prezenční,24. 02. 2022,20000,ano,Surulere Lagos,Nigérijská federativní republika,10,10 - Přijat,,ne,232385,Environmental Geosciences,žena
52889,N-LPA,,Magisterský navazující,prezenční,27. 10. 2021,,ne,Ibadan,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,211848,Landscape Planning,muž
58822,N-ENVA,,Magisterský navazující,prezenční,18. 01. 2022,,ne,Sunyani,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,214086,Environmental Modelling,muž
26143,N-LPA,,Magisterský navazující,prezenční,25. 02. 2022,,ne,"Lagos, Nigeria",Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,230604,Landscape Planning,muž
21872,N-LPA,,Magisterský navazující,prezenční,24. 02. 2022,,ne,"Effurun, Nigeria",Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,230605,Landscape Planning,muž
10536,B-BEDS,,Bakalářský,prezenční,21. 02. 2022,,ne,Abule Egba,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,230637,Environmental Data Science,muž
19617,N-NCO,,Magisterský navazující,prezenční,23. 02. 2022,,ne,Omuo Ekiti,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,232394,Nature Conservation,muž
54949,N-EGS,,Magisterský navazující,prezenční,10. 12. 2021,,ne,Ibadan,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,213878,Environmental Geosciences,žena
53088,N-NCO,,Magisterský navazující,prezenční,07. 11. 2021,,ne,"Ibadan, Oyo State",Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,211627,Nature Conservation,muž
62784,N-NCO,,Magisterský navazující,prezenční,16. 03. 2022,16500,ano,"Ibadan, Oyo State",Nigérijská federativní republika,10,10 - Přijat,,ne,237205,Nature Conservation,muž
58854,N-NCO,,Magisterský navazující,prezenční,18. 01. 2022,16500,ano,Brasília - DF,Brazilská federativní republika,10,10 - Přijat,22.09.2022,ano,213196,Nature Conservation,muž
58523,N-EGS,,Magisterský navazující,prezenční,16. 01. 2022,20000,ano,Skopje,Republika Severní Makedonie,10,10 - Přijat,22.09.2022,ano,213117,Environmental Geosciences,muž
59603,B-BEDS,,Bakalářský,prezenční,23. 01. 2022,,ne,"Alagbole, Ojodu Berger Lagos State",Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,213905,Environmental Data Science,muž
55455,B-BEDS,,Bakalářský,prezenční,10. 03. 2022,,ne,"Alagbole Ojodu Berger, Ogun State Nigeria",Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,230638,Environmental Data Science,muž
58321,N-ENVA,,Magisterský navazující,prezenční,15. 01. 2022,,ne,Abuja,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,213816,Environmental Modelling,muž
73870,B-BEE,,Bakalářský,prezenční,28. 03. 2022,,ne,Akure,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,237074,Environmental Engineering,muž
72696,B-BEE,,Bakalářský,prezenční,27. 03. 2022,,ne,Okitipupa Ondo State,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,237326,Environmental Engineering,muž
64507,N-NCO,,Magisterský navazující,prezenční,18. 03. 2022,16500,ano,Praha,Česká republika,10,10 - Přijat,26.09.2022,ano,232395,Nature Conservation,muž
56983,N-NCO,,Magisterský navazující,prezenční,06. 01. 2022,16500,ano,Praha,Česká republika,10,10 - Přijat,,ne,214015,Nature Conservation,muž
58185,N-LPA,,Magisterský navazující,prezenční,14. 01. 2022,16500,ano,Lagos,Nigérijská federativní republika,10,10 - Přijat,,ne,213425,Landscape Planning,muž
58069,N-EGS,,Magisterský navazující,prezenční,13. 01. 2022,20000,ano,"LAGOS, NIGERIA",Nigérijská federativní republika,10,10 - Přijat,17.10.2022,ano,213840,Environmental Geosciences,muž
59311,B-BEDS,,Bakalářský,prezenční,21. 01. 2022,,ne,emene,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,214030,Environmental Data Science,muž
10661,N-EGS,,Magisterský navazující,prezenční,21. 02. 2022,,ne,Lagos Nigeria,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,232386,Environmental Geosciences,muž
54596,B-BEE,,Bakalářský,prezenční,04. 12. 2021,,ne,"Okota, Lagos",Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,211829,Environmental Engineering,muž
52482,N-ENVA,,Magisterský navazující,prezenční,01. 10. 2021,,ne,Kumasi,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,211479,Environmental Modelling,muž
81113,N-EGS,,Magisterský navazující,prezenční,31. 03. 2022,0,ano,Abuja,Nigérijská federativní republika,10,10 - Přijat,,ne,236306,Environmental Geosciences,muž
83933,N-ENVA,,Magisterský navazující,prezenční,10. 04. 2022,,ne,"Makurdi, Benue State",Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,237104,Environmental Modelling,žena
56209,B-BEE,,Bakalářský,prezenční,30. 12. 2021,,ne,"San Juan Opico, La Libertad",Ostatní,20,20 - Nepřijat -- PZ,,ne,211830,Environmental Engineering,muž
83475,B-BEDS,,Bakalářský,prezenční,07. 04. 2022,0,ano,Kharkov,Ukrajina,10,10 - Přijat,26.10.2022,ano,237095,Environmental Data Science,muž
56931,N-EGS,,Magisterský navazující,prezenční,06. 01. 2022,,ne,"ACCRA, GHANA",Ghanská republika,20,20 - Nepřijat -- PZ,,ne,213841,Environmental Geosciences,muž
83060,N-EGS,,Magisterský navazující,prezenční,04. 04. 2022,,ne,"Osimo, Ancona",Italská republika,20,20 - Nepřijat -- PZ,,ne,237117,Environmental Geosciences,muž
83700,N-ENVA,,Magisterský navazující,prezenční,09. 04. 2022,,ne,Kumasi Ghana,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,237105,Environmental Modelling,muž
83133,N-LPA,,Magisterský navazující,prezenční,05. 04. 2022,,ne,Praha,Česká republika,20,20 - Nepřijat -- PZ,,ne,237101,Landscape Planning,žena
58970,B-BEDS,,Bakalářský,prezenční,19. 01. 2022,10000,ano,Belgrade,Srbská republika,10,10 - Přijat,21.09.2022,ano,213259,Environmental Data Science,muž
59404,B-BEDS,,Bakalářský,prezenční,21. 01. 2022,,ne,INEZGANE,Marocké království,20,20 - Nepřijat -- PZ,,ne,213463,Environmental Data Science,muž
54600,B-BEE,,Bakalářský,prezenční,04. 12. 2021,,ne,"Wamfie, Bono Region",Ghanská republika,20,20 - Nepřijat -- PZ,,ne,211831,Environmental Engineering,muž
52793,B-BEDS,,Bakalářský,prezenční,20. 10. 2021,,ne,Lagos,Nigérijská federativní republika,20,20 - Nepřijat -- PZ,,ne,210767,Environmental Data Science,muž
63763,B-BEDS,,Bakalářský,prezenční,17. 03. 2022,10000,ano,Lagos,Nigérijská federativní republika,10,10 - Přijat,,ne,237327,Environmental Data Science,muž
57730,N-LPA,,Magisterský navazující,prezenční,11. 01. 2022,16500,ano,Zaferaniyeh,Íránská islámská republika,10,10 - Přijat,,ne,212624,Landscape Planning,muž
55768,B-BEE,,Bakalářský,prezenční,22. 12. 2021,,ne,"Ahmedabad,Gujarat",Indická republika,20,20 - Nepřijat -- PZ,,ne,211832,Environmental Engineering,muž
59272,B-BEDS,,Bakalářský,prezenční,21. 01. 2022,,ne,Praha (Žižkov),Česká republika,20,20 - Nepřijat -- PZ,,ne,213960,Environmental Data Science,žena
59126,B-BEDS,,Bakalářský,prezenční,20. 01. 2022,10000,ano,Ostrá (Šnepov),Česká republika,10,10 - Přijat,21.09.2022,ano,213437,Environmental Data Science,muž
56888,B-BEDS,,Bakalářský,prezenční,11. 03. 2022,,ne,Praha,Česká republika,20,20 - Nepřijat -- PZ,,ne,230639,Environmental Data Science,muž
53376,B-BEDS,,Bakalářský,prezenční,15. 11. 2021,,ne,Moscow,Ruská federace,20,20 - Nepřijat -- PZ,,ne,214158,Environmental Data Science,žena
74043,N-ENVA,,Magisterský navazující,prezenční,28. 03. 2022,0,ne,Brno,Česká republika,10,10 - Přijat,,ne,237298,Environmental Modelling,žena
52480,B-BEDS,,Bakalářský,prezenční,01. 10. 2021,,ne,Wamfie,Ghanská republika,20,20 - Nepřijat -- PZ,,ne,210768,Environmental Data Science,žena
57515,N-LPA,,Magisterský navazující,prezenční,10. 01. 2022,,ne,belgorod,Ruská federace,20,20 - Nepřijat -- PZ,,ne,212625,Landscape Planning,muž
